date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-09-19, Direct Bill Payment Specialist,,"Current Employee, more than 1 year",Awesome company,"Manage my own breaks and lunch. No micromanagement. Pay is higher than similar jobs.
","Work can be monotonous since it’s paying bills all day.
Advice to Management
More feedback and individual meetings.
Be the first to find this review helpful
Helpful
Share
Repor","More feedback and individual meetings.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,N/A,N/A,N/A
2021-09-19, Procurement Specialist,,Current Employee,Company overview,"Good place to work .
","Too much of work load.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-17, Process Engineer,,"Former Employee, more than 3 years",Process Engineer,"It's was great work culture
","I felt less opportunity to new learning
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-17, CAD Technicaian,Pune,"Former Employee, more than 1 year",Best,"Good Company, benefits, bonus, overall all good
","No any cons, everything is good in company
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Neutral
2021-09-16, Engineer,,"Current Employee, more than 5 years",Data management,"Good Company to work for
","Hinjewadi location is with full of traffic
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-16, Demand Planner,"Warrington, South East England, England, England","Former Employee, more than 3 years",Very corporate,"Fast paced. Great Team socials including family fun days
","Constantly looking for ways of reducing costs. There were several rounds of redundancy when I worked there as jobs were migrated to India (cheaper labour).
Advice to Management
Empower your staff more
Be the first to find this review helpful
Helpful
Share
Repor","Empower your staff more
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Neutral
2021-09-16, Senior Software Developer,,Current Employee,Great place to work,"Healthy work environment
Technically sound projects
","Pay is little less when compared with other companies
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-15, Maintanice Tech,"Austin, TX",Current Employee,.,"Pros: 

Great people to work with
","Cons: 

No cons at this time
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-14, Quality Engineer,"Austin, TX",Current Employee,Welcome,"Flex ible frien ly learn ing expe rience
","No com ments no com ments
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-14, Analyst,,"Former Employee, less than 1 year",Great Work to Place,"Great team working together here
","Nothing so far. Company is great
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-14, Technician,"Old Kallang Airport Estate,","Former Employee, more than 3 years",work,"learn things the hard way
","No growing opportunity if you are in the production line.
Advice to Management
Don't create a problem and solve the problem they created and get promoted.
Supervisor got no leadership.
some manager only know how to shout.
Be the first to find this review helpful
Helpful
Share
Repor","Don't create a problem and solve the problem they created and get promoted.
Supervisor got no leadership.
some manager only know how to shout.
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Neutral,Neutral
2021-09-13, Corporate Strategy Associate,"London, England, England",Current Employee,Management Doesn't care,"Have had the opportunity to grow
","Very Slow-paced and so the growth has been very slow
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-09-12, Procurement Supervisor,Pune,"Current Employee, more than 5 years","Growth at a snail's pace, not an organisation to look for long term growth.","Open work culture
People are good to work with.
","Slow growth
Limited opportunities 
Low ROI 
No work life balance
Advice to Management
Need to relook for solutions to tackle huge attrition rate. People are really underpaid compared to the workload.
Be the first to find this review helpful
Helpful
Share
Repor","Need to relook for solutions to tackle huge attrition rate. People are really underpaid compared to the workload.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Disagree
2021-09-10,Anonymous,,Former Employee,Don't expect longevity,"Great benefits and opportunity to grow within the company.
","BAD LEADERSHIP!!! Don't expect to work here longer than 2-3 years. They ramp up employees just to let them go.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-09-09, Design Engineer,,Current Employee,A great place for senior level and above position,"Very good management. If you are lucky, you get a great manager, who understands work-life-balance well. A lot of training and learning provided for free.
","Low salary increment and very few young people. Mostly boomers
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-08, Senior Analyst,,Current Employee,Good working culture,"Good support from all tema members
","Workload is high in some days like weekends and month end
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-08, Quality Engineer,Chennai,"Current Employee, less than 1 year",Better,"For family situation and for my life
","Proper working and for family background
Advice to Management
Good
Be the first to find this review helpful
Helpful
Share
Repor","Good
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-09-08, Junior Engineer,Chennai,"Former Employee, more than 1 year",Good place to learn and grow,"Flexible working culture
Great learning opportunity
","Sometimes workload gets on you but at the same time you get to learn a lot from it
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-07, Systems Analyst,Chennai,Current Employee,Good environment for freshers,"as a fresher you will learn lot
","Pay is less when compare with the experience
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-07, Executive ,,"Former Employee, more than 1 year",Executive - PMO Flex,"1) Good knowledgeable team 
2) Good team building activities
3) Good training
","1) Value addition for the work done.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Disagree
2021-09-07, Test Engineer,Butterworth,Current Employee,Test Engineer,"work life balance
team spirit
good management
","no promotion
bonus less
no increment
micro management
Advice to Management
Be open minded
Be the first to find this review helpful
Helpful
Share
Repor","Be open minded
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Neutral
2021-09-06, Senior Analyst,Pune,"Current Employee, more than 1 year","Great place to gain knowledge, Not so good place for long term benefits.","Hands on knowledge, Customer Interaction, Appreciation, Industry Professionals Learning
","Slow Promotions, Low Pay Scale
1 person found this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Agree
2021-09-06,Anonymous,,Former Employee,Mediclaim and other benefits,"Parents children’s and spouse are eligible
","Hike and promotion may get time at least 3 years
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-06, Applications Developer,"Buffalo Grove, IL","Current Employee, more than 3 years",Good,"Good for production support computer engineer in manufacturing.
","No idle IT Team structure at site level.
No Major Software development, focus mostly on support
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-06,Anonymous,,"Former Employee, more than 3 years",Great place to work,"Great place to work and lots to learn
","Could add some meeting rooms
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-04, Failure Analysis Technician,Zapopan,Current Employee,great ambient,"good place to work !
","Restaurant food is not so good
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-03, Quality Control,"West Columbia, SC","Former Employee, more than 3 years",West Columbia Site needs serious overhaul,"Above all this site can be a good place to work. Most employees are laid back, and easy going. That is until You are laid off.
","The problem is they cannot maintain valuable customers needed to sustain the real profit they need to function. Therefore, they are always cutting corners by layoffs, Plant shutdowns, and reducing Paid Time Off hours you can acquire . As a result management is always on the merry go round and can't seem to provide needed guidance in any direction.
Advice to Management
Bring back the decent raises and competitive wages You once had, then maybe You can acquire the work talent You need to maintain valuable customers needed for decent profit. You simply can't keep bringing in cheap labor with no incentives, and then layoff and at the same time try to function on time wasting contracts/customers that You end up losing money over.
Be the first to find this review helpful
Helpful
Share
Repor","Bring back the decent raises and competitive wages You once had, then maybe You can acquire the work talent You need to maintain valuable customers needed for decent profit. You simply can't keep bringing in cheap labor with no incentives, and then layoff and at the same time try to function on time wasting contracts/customers that You end up losing money over.
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Disagree,Disagree
2021-09-03, Senior Analyst ,,"Current Employee, more than 3 years",Best workplace to begin the career,"Flexibility
Comfort 
Learning 
More training are provided
","The Appraisal process will be the cons
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-02, Senior Manager,,"Current Employee, more than 8 years",Plastic tooling and processing,"Supportive management, flexible working hours.
","Too heavy on sales team growth rather than engineering. If you are into sales, this might be a good company.
Too many VPs and Sr. Directors in sales, too few engineers.
Tough to get approvals for good spec work equipment like laptop and phones to be approved.
Advice to Management
Focus more on engineering growth rather than just sales.
Too much focus on marketing gimmicks like gender equality, racial equality ,festivals, this and that. Being not in a minority almost seems like a suppression for growth.
Be the first to find this review helpful
Helpful
Share
Repor","Focus more on engineering growth rather than just sales.
Too much focus on marketing gimmicks like gender equality, racial equality ,festivals, this and that. Being not in a minority almost seems like a suppression for growth.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Neutral,Agree
2021-09-01, Assistant Manager,,Current Employee,Facility manager,"Maintenance and building utility management
","Responsible to building maintenance manager
Advice to Management
Lean manufacturing
Be the first to find this review helpful
Helpful
Share
Repor","Lean manufacturing
Be the first to find this review helpful
Helpful
Share
Repor",5.0,N/A,N/A,N/A
2021-09-01, Test Engineer,Timişoara,"Current Employee, more than 5 years",Flex,"Stability 
 nice environment
You can promote
","On call ( after work Availability ) is not paid
A lot of people Don’t understand the job they are supposed to do. 
The management is very bad( they are buying new cars but the salaries are very low on engineering)
Advice to Management
Increase salaries, offer home office.
Be the first to find this review helpful
Helpful
Share
Repor","Increase salaries, offer home office.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Disagree,Agree
2021-08-31, Senior Subject Matter Expert,,Current Employee,"In Indi, Pune Flex having Global Business services","Getting exposure to work with Outside India factories
","If expecting operational exposure like manufacturing , they it is disappointing
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-08-31, Senior Analyst,,"Current Employee, more than 3 years",Sr,"Overall management good no cons
","No cons very much supportive
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-30, Supply Chain Management,Chennai,Current Employee,Procurement Specialist,"Flex has a very good working environment.
","Work Life Balance can be improved.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-08-30, Junior Executive,Chennai,"Current Employee, more than 3 years",Flex - good kick start for carrier,"Good company. Great to learn new things
","Bad food and canteen facility
Advice to Management
Try to improve better facility to employees.
Be the first to find this review helpful
Helpful
Share
Repor","Try to improve better facility to employees.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Disagree,Disagree
2021-08-28, Account Payable Analyst,,Current Employee,Accounting,"New future technology manufacturing compny
","A good place to start career as a fresher
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-08-26, Senior Analyst,Pune,Current Employee,Good for fresher,"good for fresher to join
","growth is not there for experienced
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-08-25, Program Manager,,"Former Employee, more than 5 years",Review fir flex,"Good people, friend coworkers and benefits
","Stressful, turnover is higher, to many change
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-08-25, Engineer,Pune,"Current Employee, more than 5 years",Good culture,"lost of opportunity to learn
","no cons great company to work
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-08-25,Anonymous,,Current Employee,Team Lead,"Good and work-life balance will be there
","Nothing as of now. Salary bit low.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-08-24, Senior Executive Purchase,Chennai,Former Employee,SCM Material plannin,"Work culture , Salary, employee welfare
","Internal Politics, Top level domination
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-08-24, Technician,"Old Kallang Airport Estate,","Former Employee, more than 1 year",Working at Flex,"Relax working environment, many facilities.
","Lack of ot. A lot of racist people
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,N/A,N/A
2021-08-23, Senior Systems Administrator,"Guadalajara, Jalisco, Jalisco",Current Employee,Flex its a good place to work.,"Benefits, Good Work Environment,-People help others to resolve issues.
","A few or Inexistent employee plans, to Impulse Their Professional Careers.
e.g.
IT Courses, IT Certifications and Upper Levels Positions.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-08-23, Senior Analyst Developer,,"Former Employee, less than 1 year",WOW,"Very good and good perks are given.
","Over duty schedule would be given at times.
Advice to Management
NIL
Be the first to find this review helpful
Helpful
Share
Repor","NIL
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,N/A,Agree
2021-08-23, Program Manager,Pune,"Current Employee, more than 5 years",Great place to work,"Employee friendliness
Comfortable work timings
Lot of things to learn while supporting site operations
Many things to learn in Personal and professional skills area 
Competitive salary
","Too much of non value adding work (documentation) is done in GBS because of which the actual work gets ignored sometimes, that too its not actually used later
Advice to Management
Please review exactly the outcome of GBS internal projects. Don’t know what is actually portrayed to you, but in reality it’s just time consuming, non value adding, only a formality done which is never actually used
Be the first to find this review helpful
Helpful
Share
Repor","Please review exactly the outcome of GBS internal projects. Don’t know what is actually portrayed to you, but in reality it’s just time consuming, non value adding, only a formality done which is never actually used
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-08-23, Failure Analysis Technician,"Austin, TX","Current Employee, more than 8 years",FA Tech,"Department will move to Mexico to cut cost.
","Low pay less than Industry
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-08-22, Software Developer,"Guadalajara, Jalisco, Jalisco",Current Employee,Good comp,"Good comp packages in comparison to other places
","Low initial base salary compared to other places.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-08-21, Customer Service,Petaẖ Tiqwa,Current Employee,work with customers,"good company and great team
","hard to get the goals
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-08-20, Repair Technician,"Memphis, TN","Former Employee, more than 1 year",Corrupt company,"There are no pros. The pay is Terrible for the amount of work performed and management is horrible
","Terrible management 
Bad pay 
Bad hr 
Corrupt management
Does not value employees
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Disagree
2021-08-20,Anonymous,,"Current Employee, less than 1 year",Interview review,"Senior analytics interview at flextronics.flextronics is branded company in Indians and headquarter based in Singapore.Its found in the year of 1969.
","Supply chain management and precurment.flex is a very good company in India.its a dream company for electrical and mechanical students.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-19, Associate Consultant,,Former Employee,Work life balance,,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Good work life balance and learnings
Cons
Not much other than usage of older technologies
Advice to Management
Not. Available
Be the first to find this review helpful
Helpful
Share
Repor","Not. Available
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,N/A
2021-08-19, Customer Service Representative,,"Former Employee, more than 1 year",Great company,"Great management and flexible, great benefits, cafeteria on site, a lot of opportunities, lots of training available
","Big campus for parking and walking to different conference rooms. Cafeteria and break room prices are high.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-19, Specialist,,"Former Employee, more than 3 years",Procurement Specialist,"Environment and management .. Extra curricular activities. Work smarter people are there knowledge related to supply chain Management
","Not recommended for freshers .. for Manufacturing experience can join for work life balance .. politics is there depending on the project
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Disagree
2021-08-18,Anonymous,,"Current Employee, more than 1 year",Good place to work,"Good place to work on supply chain management and friendly environment
","Salary constraints not much pay for to initiate the career
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-08-17, Senior Quality Engineer,"Tijuana, Baja California, Baja California","Current Employee, more than 1 year",Current employer,"Great benefits and career opportunities
","Not so good work environment
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2021-08-17,Anonymous,,Former Employee,Big old clunky company,"Salary was decent for an engineer but not for any of the technicians
","Bureaucratic nightmare. Everything was so slow. Takes forever to get anything done.

Lots of the workers there really don't care about their work or the company.
Advice to Management
Take some hints from newer faster moving companies
Be the first to find this review helpful
Helpful
Share
Repor","Take some hints from newer faster moving companies
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,N/A,N/A
2021-08-17, Procurement Specialist,Chennai,Current Employee,Good culture,"Good for new joiner, perfect start for new join for all arts and engineering backgrounds 

best part to work here in flex is good profile of procurement
","no con for now until they use for night shift
management is little good 
night shift is complete no changes until you left company
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-08-14, Quality Supervisor,"Manaus, Amazonas, Amazonas","Current Employee, more than 3 years",Nice,"Nice company, good culture, a lot of opportunities to grow up In the carrier. Very dinâmica and changes are very fast
","A lot of pressure to change the fastest way. If you don't know how to lead if pressure, don't try to work there.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2021-08-12, Sr Quality Engineer,"Guadalajara, Jalisco, Jalisco",Current Employee,Good,"Good benefits, Good experience, Development plans
","Need to improve laboral ambient / and work charge
Advice to Management
Be in touch with people a little more
Be the first to find this review helpful
Helpful
Share
Repor","Be in touch with people a little more
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-08-12, Component Engineer,,"Current Employee, more than 1 year",Work environment,"Nice and healthy environment to work. Management is also very supportive.
","No such cons seen as if now. Hope none will be further.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-08-12, Junior Executive – Program Management,Pune,"Current Employee, more than 3 years",Flex,"Great place to work Best for fresher slot of learning can be possible alot of pros if look that way
","After certain time your ambitions get high then you strive for more that mood you will observe the cons as every industry has its own.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2021-08-12,Anonymous,,"Former Employee, more than 1 year",It was avery good company for a fresher to start working,"Good experience, as a fresher, no doubt on the quality. experience is awesome. You can learn
","Night shift is the only one concern of flex, if you stay in day shift you will get less salary
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-08-11, Executive Planning,Srīperumbūdūr,"Current Employee, more than 3 years",Good,"Benefits , transportation, food and other facilities
","Shift and work load and
Advice to Management
Can help employees to improve work life balance
Be the first to find this review helpful
Helpful
Share
Repor","Can help employees to improve work life balance
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-08-10, Business Analyst,,"Current Employee, more than 1 year",Good Company,"Employee centric management
Good Culture
Good Employee benefits
Good Leave policies
Overall it is a good company to work with
","No Cons as of now. 
It is a good company to work for all levels of experienced people
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
